id,date,check_in,check_out,employee_id
9918,2024-11-21,2024-11-21 05:56:45,,164
9919,2024-11-21,2024-11-21 05:56:50,2024-11-21 15:01:35,148
9920,2024-11-21,2024-11-21 05:57:46,2024-11-21 15:03:37,146
9921,2024-11-21,2024-11-21 05:57:55,2024-11-21 15:03:26,177
9923,2024-11-21,2024-11-21 06:00:10,2024-11-21 15:04:04,183
9925,2024-11-21,2024-11-21 06:03:06,2024-11-21 15:04:13,170
9926,2024-11-21,2024-11-21 06:04:48,2024-11-21 15:04:29,156
9927,2024-11-21,2024-11-21 06:04:54,2024-11-21 15:07:15,142
9929,2024-11-21,2024-11-21 06:06:12,2024-11-21 15:16:19,151
9930,2024-11-21,2024-11-21 06:06:36,2024-11-21 15:03:17,167
9931,2024-11-21,2024-11-21 06:06:38,2024-11-21 15:04:54,154
9932,2024-11-21,2024-11-21 06:07:22,2024-11-21 15:11:26,178
9933,2024-11-21,2024-11-21 06:07:43,2024-11-21 15:15:00,175
9934,2024-11-21,2024-11-21 06:09:33,2024-11-21 15:03:42,144
9935,2024-11-21,2024-11-21 06:10:39,2024-11-21 15:06:28,147
9941,2024-11-21,2024-11-21 06:14:30,,187
9943,2024-11-21,2024-11-21 08:31:32,2024-11-21 15:10:11,159
9944,2024-11-22,2024-11-22 06:19:39,,147
9946,2024-11-23,2024-11-23 05:50:20,2024-11-23 15:18:48,169
9948,2024-11-23,2024-11-23 05:51:08,2024-11-23 15:12:09,160
9950,2024-11-23,2024-11-23 05:56:53,2024-11-23 15:13:22,189
9953,2024-11-23,2024-11-23 06:00:08,2024-11-23 15:03:49,165
9954,2024-11-23,2024-11-23 06:00:17,2024-11-23 15:03:11,146
9955,2024-11-23,2024-11-23 06:00:24,2024-11-23 15:01:40,164
9956,2024-11-23,2024-11-23 06:00:27,2024-11-23 15:00:59,154
9957,2024-11-23,2024-11-23 06:00:29,2024-11-23 15:04:21,167
9958,2024-11-23,2024-11-23 06:00:41,2024-11-23 15:01:27,177
9959,2024-11-23,2024-11-23 06:01:42,2024-11-23 15:01:24,183
9960,2024-11-23,2024-11-23 06:01:48,2024-11-23 15:01:53,142
9962,2024-11-23,2024-11-23 06:04:27,2024-11-23 15:07:59,178
9963,2024-11-23,2024-11-23 06:06:24,2024-11-23 15:03:52,187
9965,2024-11-23,2024-11-23 06:06:57,2024-11-23 15:01:09,170
9966,2024-11-23,2024-11-23 06:08:39,2024-11-23 15:02:48,147
9967,2024-11-23,2024-11-23 06:08:53,2024-11-23 15:07:45,175
9968,2024-11-23,2024-11-23 06:08:58,2024-11-23 15:01:14,148
9970,2024-11-23,2024-11-23 06:09:24,,151
9972,2024-11-23,2024-11-23 06:10:23,2024-11-23 15:04:17,159
9976,2024-11-23,2024-11-23 06:13:08,2024-11-23 15:01:58,144
9979,2024-11-24,2024-11-24 05:53:17,2024-11-24 15:09:31,160
9981,2024-11-24,2024-11-24 05:56:29,2024-11-24 15:11:49,189
9983,2024-11-24,2024-11-24 06:01:06,2024-11-24 15:00:02,148
9984,2024-11-24,2024-11-24 06:01:18,2024-11-24 15:03:24,165
9985,2024-11-24,2024-11-24 06:01:26,2024-11-24 13:10:42,146
9986,2024-11-24,2024-11-24 06:01:30,2024-11-24 15:02:11,164
9988,2024-11-24,2024-11-24 06:01:37,2024-11-24 15:02:41,167
9989,2024-11-24,2024-11-24 06:01:39,2024-11-24 15:01:28,154
9990,2024-11-24,2024-11-24 06:01:56,2024-11-24 15:01:19,177
9991,2024-11-24,2024-11-24 06:02:35,2024-11-24 15:02:04,170
9993,2024-11-24,2024-11-24 06:05:46,,151
9994,2024-11-24,2024-11-24 06:05:52,2024-11-24 15:01:37,142
9995,2024-11-24,2024-11-24 06:06:01,2024-11-24 15:01:11,183
9996,2024-11-24,2024-11-24 06:06:17,2024-11-24 15:00:39,187
9998,2024-11-24,2024-11-24 06:06:59,2024-11-24 15:02:23,156
10000,2024-11-24,2024-11-24 06:07:49,2024-11-24 15:05:23,147
10001,2024-11-24,2024-11-24 06:08:55,2024-11-24 15:01:23,144
10002,2024-11-24,2024-11-24 06:09:10,2024-11-24 15:08:06,178
10003,2024-11-24,2024-11-24 06:11:35,2024-11-24 15:06:04,175
10004,2024-11-24,2024-11-24 06:12:12,2024-11-24 15:02:58,159
10009,2024-11-24,2024-11-24 06:40:59,2024-11-24 15:07:51,169
10010,2024-11-24,2024-11-24 08:49:42,2024-11-24 15:02:15,157
10013,2024-11-25,2024-11-25 05:43:04,2024-11-25 15:11:10,169
10016,2024-11-25,2024-11-25 05:58:26,2024-11-25 15:13:07,189
10019,2024-11-25,2024-11-25 05:59:30,2024-11-25 15:02:56,154
10020,2024-11-25,2024-11-25 06:01:16,2024-11-25 15:03:51,170
10021,2024-11-25,2024-11-25 06:03:46,2024-11-25 15:03:13,142
10022,2024-11-25,2024-11-25 06:04:59,2024-11-25 15:11:37,175
10023,2024-11-25,2024-11-25 06:05:10,2024-11-25 15:00:34,148
10024,2024-11-25,2024-11-25 06:05:18,2024-11-25 15:01:12,165
10025,2024-11-25,2024-11-25 06:05:22,2024-11-25 15:00:38,164
10027,2024-11-25,2024-11-25 06:05:35,2024-11-25 15:02:15,146
10028,2024-11-25,2024-11-25 06:05:42,2024-11-25 15:01:47,177
10029,2024-11-25,2024-11-25 06:06:54,2024-11-25 15:02:12,183
10031,2024-11-25,2024-11-25 06:07:33,2024-11-25 15:00:26,157
10033,2024-11-25,2024-11-25 06:08:36,2024-11-25 15:03:42,187
10034,2024-11-25,2024-11-25 06:08:45,2024-11-25 15:06:33,156
10035,2024-11-25,2024-11-25 06:10:55,2024-11-25 15:02:06,147
10039,2024-11-25,2024-11-25 06:11:36,2024-11-25 15:01:58,144
10040,2024-11-25,2024-11-25 06:15:15,2024-11-25 15:04:11,178
10041,2024-11-25,2024-11-25 06:15:26,2024-11-25 15:07:11,159
10043,2024-11-25,2024-11-25 06:17:22,2024-11-25 15:06:27,167
10045,2024-11-26,2024-11-26 05:39:01,2024-11-26 15:08:21,160
10047,2024-11-26,2024-11-26 05:39:31,,169
10051,2024-11-26,2024-11-26 06:00:20,2024-11-26 15:10:36,189
10054,2024-11-26,2024-11-26 06:02:44,2024-11-26 15:06:16,165
10055,2024-11-26,2024-11-26 06:02:50,2024-11-26 15:02:57,146
10056,2024-11-26,2024-11-26 06:02:52,2024-11-26 15:01:32,164
10058,2024-11-26,2024-11-26 06:03:10,2024-11-26 15:01:54,177
10059,2024-11-26,2024-11-26 06:03:29,2024-11-26 15:02:43,154
10060,2024-11-26,2024-11-26 06:03:41,2024-11-26 15:03:04,183
10061,2024-11-26,2024-11-26 06:03:51,2024-11-26 15:02:03,156
10062,2024-11-26,2024-11-26 06:04:41,2024-11-26 15:03:17,142
10063,2024-11-26,2024-11-26 06:04:53,2024-11-26 15:01:13,148
10064,2024-11-26,2024-11-26 06:07:57,2024-11-26 15:13:23,178
10066,2024-11-26,2024-11-26 06:08:43,2024-11-26 15:03:31,187
10068,2024-11-26,2024-11-26 06:08:52,2024-11-26 15:02:16,170
10069,2024-11-26,2024-11-26 06:09:12,2024-11-26 15:02:37,159
10070,2024-11-26,2024-11-26 06:09:50,2024-11-26 15:06:09,175
10071,2024-11-26,2024-11-26 06:10:11,2024-11-26 15:02:41,144
10072,2024-11-26,2024-11-26 06:10:43,,151
10074,2024-11-26,2024-11-26 06:14:20,2024-11-26 15:08:50,147
10076,2024-11-27,2024-11-27 05:42:30,2024-11-27 15:16:59,169
10079,2024-11-27,2024-11-27 05:45:47,2024-11-27 15:06:37,160
10080,2024-11-27,2024-11-27 05:55:46,2024-11-27 15:08:45,167
10081,2024-11-27,2024-11-27 05:59:27,2024-11-27 15:04:37,189
10082,2024-11-27,2024-11-27 05:59:31,2024-11-27 15:08:40,154
10084,2024-11-27,2024-11-27 06:01:23,2024-11-27 15:01:42,170
10085,2024-11-27,2024-11-27 06:02:50,2024-11-27 15:02:41,164
10086,2024-11-27,2024-11-27 06:03:03,2024-11-27 15:03:29,165
10087,2024-11-27,2024-11-27 06:03:07,2024-11-27 15:01:58,148
10089,2024-11-27,2024-11-27 06:03:15,,151
10090,2024-11-27,2024-11-27 06:03:43,2024-11-27 15:02:36,146
10093,2024-11-27,2024-11-27 06:04:44,2024-11-27 15:02:07,177
10094,2024-11-27,2024-11-27 06:05:45,2024-11-27 15:02:14,142
10096,2024-11-27,2024-11-27 06:06:07,2024-11-27 15:07:56,156
10097,2024-11-27,2024-11-27 06:07:05,2024-11-27 15:02:48,183
10098,2024-11-27,2024-11-27 06:08:17,2024-11-27 15:04:45,187
10101,2024-11-27,2024-11-27 06:09:25,2024-11-27 15:05:14,147
10102,2024-11-27,2024-11-27 06:09:31,2024-11-27 15:00:47,144
10103,2024-11-27,2024-11-27 06:10:49,2024-11-27 15:07:41,175
10104,2024-11-27,2024-11-27 06:13:57,2024-11-27 15:07:10,159
10105,2024-11-27,2024-11-27 06:14:07,2024-11-27 15:04:21,178
10108,2024-11-28,2024-11-28 05:40:03,2024-11-28 15:19:13,169
10112,2024-11-28,2024-11-28 05:52:17,2024-11-28 15:10:16,160
10115,2024-11-28,2024-11-28 05:58:48,2024-11-28 15:02:00,148
10116,2024-11-28,2024-11-28 05:59:26,2024-11-28 15:17:18,189
10117,2024-11-28,2024-11-28 05:59:31,2024-11-28 15:10:28,165
10118,2024-11-28,2024-11-28 05:59:34,2024-11-28 15:04:04,154
10121,2024-11-28,2024-11-28 05:59:58,2024-11-28 15:09:56,164
10122,2024-11-28,2024-11-28 06:00:34,2024-11-28 15:03:05,146
10123,2024-11-28,2024-11-28 06:00:39,2024-11-28 15:03:01,177
10124,2024-11-28,2024-11-28 06:02:26,2024-11-28 15:08:41,170
10126,2024-11-28,2024-11-28 06:06:39,2024-11-28 15:07:05,187
10127,2024-11-28,2024-11-28 06:06:42,2024-11-28 15:05:03,183
10130,2024-11-28,2024-11-28 06:07:27,2024-11-28 15:11:45,142
10131,2024-11-28,2024-11-28 06:08:22,2024-11-28 15:06:22,175
10132,2024-11-28,2024-11-28 06:09:58,2024-11-28 15:17:33,178
10133,2024-11-28,2024-11-28 06:10:19,2024-11-28 15:02:17,144
10134,2024-11-28,2024-11-28 06:11:19,2024-11-28 15:10:48,156
10137,2024-11-28,2024-11-28 06:15:27,2024-11-28 15:02:52,147
10138,2024-11-28,2024-11-28 06:18:59,2024-11-28 15:04:49,167
10139,2024-11-28,2024-11-28 06:19:19,2024-11-28 15:11:22,159
10142,2024-11-28,2024-11-28 06:41:02,,151
10144,2024-11-30,2024-11-30 05:41:41,2024-11-30 15:04:52,169
10145,2024-11-30,2024-11-30 05:41:49,2024-11-30 15:15:29,160
10150,2024-11-30,2024-11-30 05:59:36,2024-11-30 15:14:02,189
10152,2024-11-30,2024-11-30 06:00:28,2024-11-30 15:02:45,165
10153,2024-11-30,2024-11-30 06:02:25,2024-11-30 15:02:32,142
10154,2024-11-30,2024-11-30 06:02:32,2024-11-30 15:01:20,183
10155,2024-11-30,2024-11-30 06:02:38,2024-11-30 15:00:44,164
10157,2024-11-30,2024-11-30 06:03:04,2024-11-30 15:01:36,146
10158,2024-11-30,2024-11-30 06:03:10,2024-11-30 15:00:34,177
10159,2024-11-30,2024-11-30 06:04:31,2024-11-30 15:02:41,170
10161,2024-11-30,2024-11-30 06:05:29,2024-11-30 15:04:41,187
10162,2024-11-30,2024-11-30 06:06:10,2024-11-30 15:02:26,167
10163,2024-11-30,2024-11-30 06:06:14,2024-11-30 15:02:10,154
10164,2024-11-30,2024-11-30 06:06:25,2024-11-30 15:00:08,148
10166,2024-11-30,2024-11-30 06:08:50,2024-11-30 15:15:15,151
10167,2024-11-30,2024-11-30 06:09:14,2024-11-30 15:06:59,175
10171,2024-11-30,2024-11-30 06:13:16,2024-11-30 15:03:26,159
10172,2024-11-30,2024-11-30 06:14:49,2024-11-30 15:01:47,144
10173,2024-11-30,2024-11-30 06:15:59,2024-11-30 15:02:35,147
10175,2024-11-30,2024-11-30 15:03:19,,153
10177,2024-12-01,2024-12-01 05:43:20,2024-12-01 15:11:20,169
10178,2024-12-01,2024-12-01 05:47:19,2024-12-01 15:10:35,160
10182,2024-12-01,2024-12-01 06:00:05,2024-12-01 15:03:47,164
10183,2024-12-01,2024-12-01 06:00:09,2024-12-01 15:03:22,165
10184,2024-12-01,2024-12-01 06:00:13,2024-12-01 15:10:26,148
10185,2024-12-01,2024-12-01 06:00:30,2024-12-01 15:03:37,170
10186,2024-12-01,2024-12-01 06:00:38,2024-12-01 15:08:57,146
10187,2024-12-01,2024-12-01 06:00:42,2024-12-01 15:08:42,177
10188,2024-12-01,2024-12-01 06:02:03,2024-12-01 15:03:28,183
10189,2024-12-01,2024-12-01 06:02:27,2024-12-01 15:08:45,189
10192,2024-12-01,2024-12-01 06:04:06,2024-12-01 15:05:30,154
10193,2024-12-01,2024-12-01 06:04:12,2024-12-01 15:03:55,167
10194,2024-12-01,2024-12-01 06:05:43,2024-12-01 15:05:55,142
10196,2024-12-01,2024-12-01 06:06:18,2024-12-01 15:04:32,187
10199,2024-12-01,2024-12-01 06:08:37,2024-12-01 15:11:30,151
10201,2024-12-01,2024-12-01 06:09:41,2024-12-01 15:05:23,147
10202,2024-12-01,2024-12-01 06:10:52,2024-12-01 15:12:44,175
10203,2024-12-01,2024-12-01 06:11:29,2024-12-01 15:05:38,153
10206,2024-12-01,2024-12-01 06:16:03,2024-12-01 15:05:17,159
10211,2024-12-02,2024-12-02 05:44:27,2024-12-02 15:18:21,169
10213,2024-12-02,2024-12-02 05:57:14,2024-12-02 15:03:39,165
10214,2024-12-02,2024-12-02 05:57:19,2024-12-02 15:02:51,148
10216,2024-12-02,2024-12-02 05:57:41,2024-12-02 15:03:00,164
10217,2024-12-02,2024-12-02 05:57:46,2024-12-02 15:04:20,146
10218,2024-12-02,2024-12-02 05:57:50,2024-12-02 15:02:06,177
10219,2024-12-02,2024-12-02 06:01:52,2024-12-02 15:01:58,170
10220,2024-12-02,2024-12-02 06:04:17,2024-12-02 15:02:40,183
10222,2024-12-02,2024-12-02 06:04:54,2024-12-02 15:02:22,154
10223,2024-12-02,2024-12-02 06:04:59,2024-12-02 15:03:29,147
10224,2024-12-02,2024-12-02 06:05:03,2024-12-02 15:02:12,189
10227,2024-12-02,2024-12-02 06:06:57,2024-12-02 15:05:40,142
10228,2024-12-02,2024-12-02 06:08:49,2024-12-02 15:14:08,175
10229,2024-12-02,2024-12-02 06:09:42,2024-12-02 15:03:15,144
10232,2024-12-02,2024-12-02 06:11:57,2024-12-02 15:06:39,187
10236,2024-12-02,2024-12-02 06:14:51,2024-12-02 15:08:44,159
10237,2024-12-02,2024-12-02 06:25:34,2024-12-02 15:18:35,151
10239,2024-12-03,2024-12-03 05:43:13,2024-12-03 15:06:46,160
10241,2024-12-03,2024-12-03 05:44:30,2024-12-03 15:17:49,169
10247,2024-12-03,2024-12-03 05:58:21,2024-12-03 15:02:34,165
10248,2024-12-03,2024-12-03 05:58:56,2024-12-03 15:05:14,189
10250,2024-12-03,2024-12-03 05:59:50,2024-12-03 15:03:09,164
10251,2024-12-03,2024-12-03 05:59:55,2024-12-03 15:02:19,146
10252,2024-12-03,2024-12-03 06:00:00,2024-12-03 15:02:02,177
10253,2024-12-03,2024-12-03 06:00:07,2024-12-03 15:02:39,148
10254,2024-12-03,2024-12-03 06:00:14,2024-12-03 15:07:12,154
10255,2024-12-03,2024-12-03 06:05:22,2024-12-03 15:01:41,170
10256,2024-12-03,2024-12-03 06:06:26,2024-12-03 15:04:22,142
10257,2024-12-03,2024-12-03 06:06:57,2024-12-03 15:02:47,183
10259,2024-12-03,2024-12-03 06:08:07,2024-12-03 15:06:53,187
10261,2024-12-03,2024-12-03 06:08:35,2024-12-03 15:03:20,147
10263,2024-12-03,2024-12-03 06:10:55,2024-12-03 15:18:01,151
10264,2024-12-03,2024-12-03 06:12:35,2024-12-03 15:04:35,159
10267,2024-12-03,2024-12-03 06:17:31,2024-12-03 15:11:10,175
10269,2024-12-03,2024-12-03 15:03:15,,144
10272,2024-12-04,2024-12-04 05:44:35,2024-12-04 15:10:17,169
10273,2024-12-04,2024-12-04 05:44:43,2024-12-04 15:07:30,160
10274,2024-12-04,2024-12-04 05:53:11,2024-12-04 15:02:24,187
10278,2024-12-04,2024-12-04 05:59:56,2024-12-04 15:03:58,189
10281,2024-12-04,2024-12-04 06:00:55,2024-12-04 15:05:13,148
10282,2024-12-04,2024-12-04 06:01:08,2024-12-04 15:02:47,165
10283,2024-12-04,2024-12-04 06:01:49,2024-12-04 15:03:22,170
10284,2024-12-04,2024-12-04 06:02:10,2024-12-04 15:05:34,164
10285,2024-12-04,2024-12-04 06:02:16,2024-12-04 15:02:18,146
10286,2024-12-04,2024-12-04 06:02:20,2024-12-04 15:07:03,154
10288,2024-12-04,2024-12-04 06:05:19,2024-12-04 15:03:07,142
10290,2024-12-04,2024-12-04 06:07:18,2024-12-04 15:03:46,183
10292,2024-12-04,2024-12-04 06:07:30,2024-12-04 15:03:12,147
10293,2024-12-04,2024-12-04 06:10:04,2024-12-04 15:12:04,175
10294,2024-12-04,2024-12-04 06:10:50,2024-12-04 15:05:20,159
10297,2024-12-04,2024-12-04 06:14:04,2024-12-04 15:14:57,151
10298,2024-12-04,2024-12-04 06:15:45,2024-12-04 15:02:56,144
10301,2024-12-05,2024-12-05 05:45:17,,169
10304,2024-12-05,2024-12-05 05:50:53,2024-12-05 15:06:50,160
10307,2024-12-05,2024-12-05 06:01:35,2024-12-05 15:01:40,165
10308,2024-12-05,2024-12-05 06:01:40,2024-12-05 15:02:51,148
10309,2024-12-05,2024-12-05 06:02:00,2024-12-05 15:04:13,146
10310,2024-12-05,2024-12-05 06:02:02,,164
10312,2024-12-05,2024-12-05 06:04:00,2024-12-05 15:07:47,189
10313,2024-12-05,2024-12-05 06:04:04,2024-12-05 15:02:54,154
10315,2024-12-05,2024-12-05 06:04:17,2024-12-05 15:08:50,187
10316,2024-12-05,2024-12-05 06:06:52,2024-12-05 15:12:06,175
10317,2024-12-05,2024-12-05 06:07:27,2024-12-05 15:03:10,170
10318,2024-12-05,2024-12-05 06:07:43,2024-12-05 15:04:24,142
10319,2024-12-05,2024-12-05 06:08:23,2024-12-05 15:00:51,183
10321,2024-12-05,2024-12-05 06:09:18,2024-12-05 15:02:13,147
10322,2024-12-05,2024-12-05 06:10:26,2024-12-05 15:06:34,159
10323,2024-12-05,2024-12-05 06:12:05,2024-12-05 15:08:37,151
10324,2024-12-05,2024-12-05 06:15:21,2024-12-05 15:00:36,144
10329,2024-12-07,2024-12-07 05:42:13,2024-12-07 15:07:37,160
10330,2024-12-07,2024-12-07 05:51:41,2024-12-07 15:06:29,169
10333,2024-12-07,2024-12-07 06:02:34,2024-12-07 15:01:34,146
10334,2024-12-07,2024-12-07 06:02:39,2024-12-07 15:03:26,165
10335,2024-12-07,2024-12-07 06:02:44,2024-12-07 15:01:13,177
10336,2024-12-07,2024-12-07 06:02:54,2024-12-07 15:02:56,164
10338,2024-12-07,2024-12-07 06:03:09,2024-12-07 15:01:38,154
10339,2024-12-07,2024-12-07 06:03:12,2024-12-07 15:17:53,189
10341,2024-12-07,2024-12-07 06:03:26,2024-12-07 15:01:01,148
10342,2024-12-07,2024-12-07 06:04:17,2024-12-07 15:01:45,170
10343,2024-12-07,2024-12-07 06:06:42,2024-12-07 15:03:53,142
10344,2024-12-07,2024-12-07 06:09:31,2024-12-07 15:03:48,187
10349,2024-12-07,2024-12-07 06:11:37,2024-12-07 15:02:48,183
10350,2024-12-07,2024-12-07 06:11:53,2024-12-07 15:15:46,151
10351,2024-12-07,2024-12-07 06:12:36,2024-12-07 15:04:17,147
10354,2024-12-07,2024-12-07 06:15:18,2024-12-07 15:11:19,175
10355,2024-12-07,2024-12-07 06:16:04,2024-12-07 15:03:02,144
10357,2024-12-07,2024-12-07 06:17:47,2024-12-07 15:06:20,159
10361,2024-12-08,2024-12-08 05:50:23,2024-12-08 15:16:44,169
10362,2024-12-08,2024-12-08 05:52:33,2024-12-08 15:10:13,160
10365,2024-12-08,2024-12-08 05:57:01,,187
10367,2024-12-08,2024-12-08 06:00:17,2024-12-08 15:03:00,189
10369,2024-12-08,2024-12-08 06:01:24,2024-12-08 15:01:56,170
10370,2024-12-08,2024-12-08 06:02:01,2024-12-08 15:05:00,148
10371,2024-12-08,2024-12-08 06:02:06,2024-12-08 15:03:55,165
10372,2024-12-08,2024-12-08 06:04:40,2024-12-08 15:02:51,146
10373,2024-12-08,2024-12-08 06:04:45,2024-12-08 15:02:03,177
10374,2024-12-08,2024-12-08 06:05:51,2024-12-08 15:02:20,142
10375,2024-12-08,2024-12-08 06:06:01,2024-12-08 15:02:35,159
10376,2024-12-08,2024-12-08 06:06:37,2024-12-08 15:09:20,175
10377,2024-12-08,2024-12-08 06:07:41,2024-12-08 15:01:49,183
10379,2024-12-08,2024-12-08 06:08:13,2024-12-08 06:38:56,151
10380,2024-12-08,2024-12-08 06:09:41,2024-12-08 15:02:09,164
10381,2024-12-08,2024-12-08 06:09:45,2024-12-08 15:05:37,154
10382,2024-12-08,2024-12-08 06:11:24,2024-12-08 15:02:27,144
10385,2024-12-08,2024-12-08 06:12:08,2024-12-08 15:03:07,147
10391,2024-12-09,2024-12-09 05:54:11,2024-12-09 15:17:55,169
10394,2024-12-09,2024-12-09 05:58:11,2024-12-09 15:02:56,170
10395,2024-12-09,2024-12-09 05:58:23,2024-12-09 15:03:57,165
10396,2024-12-09,2024-12-09 05:59:16,2024-12-09 15:07:43,166
10397,2024-12-09,2024-12-09 05:59:26,2024-12-09 15:06:00,189
10398,2024-12-09,2024-12-09 05:59:30,2024-12-09 15:05:01,187
10401,2024-12-09,2024-12-09 05:59:59,2024-12-09 15:04:20,154
10402,2024-12-09,2024-12-09 06:00:20,2024-12-09 15:04:42,148
10403,2024-12-09,2024-12-09 06:00:28,2024-12-09 15:02:52,146
10404,2024-12-09,2024-12-09 06:00:42,2024-12-09 15:02:45,177
10405,2024-12-09,2024-12-09 06:02:46,2024-12-09 15:07:10,160
10406,2024-12-09,2024-12-09 06:03:03,2024-12-09 15:08:29,175
10407,2024-12-09,2024-12-09 06:05:53,2024-12-09 11:28:40,142
10409,2024-12-09,2024-12-09 06:07:28,2024-12-09 15:02:30,183
10412,2024-12-09,2024-12-09 06:08:36,2024-12-09 15:05:44,156
10414,2024-12-09,2024-12-09 06:09:33,2024-12-09 15:03:04,159
10415,2024-12-09,2024-12-09 06:11:01,2024-12-09 15:04:53,144
10416,2024-12-09,2024-12-09 06:11:23,2024-12-09 15:06:45,147
10419,2024-12-09,2024-12-09 07:33:46,2024-12-09 15:17:22,151
10421,2024-12-10,2024-12-10 05:42:50,,179
10423,2024-12-10,2024-12-10 05:53:38,2024-12-10 15:21:58,166
10428,2024-12-10,2024-12-10 06:00:50,2024-12-10 15:04:13,156
10429,2024-12-10,2024-12-10 06:00:57,2024-12-10 15:03:29,165
10430,2024-12-10,2024-12-10 06:01:45,2024-12-10 15:04:33,189
10431,2024-12-10,2024-12-10 06:01:52,2024-12-10 15:03:16,183
10433,2024-12-10,2024-12-10 06:02:04,2024-12-10 15:03:41,146
10434,2024-12-10,2024-12-10 06:02:07,2024-12-10 15:02:02,177
10436,2024-12-10,2024-12-10 06:02:39,2024-12-10 15:01:55,170
10437,2024-12-10,2024-12-10 06:02:44,2024-12-10 15:02:07,148
10438,2024-12-10,2024-12-10 06:02:49,2024-12-10 15:09:52,154
10439,2024-12-10,2024-12-10 06:04:05,2024-12-10 15:05:10,167
10441,2024-12-10,2024-12-10 06:04:40,2024-12-10 15:02:12,164
10442,2024-12-10,2024-12-10 06:07:35,2024-12-10 15:05:28,187
10444,2024-12-10,2024-12-10 06:09:13,2024-12-10 15:07:25,159
10446,2024-12-10,2024-12-10 06:09:53,,175
10451,2024-12-10,2024-12-10 06:12:51,2024-12-10 15:21:54,151
10452,2024-12-10,2024-12-10 06:15:37,2024-12-10 15:02:54,147
10454,2024-12-10,2024-12-10 09:21:43,2024-12-10 15:02:31,144
10455,2024-12-10,2024-12-10 15:04:46,,169
10458,2024-12-11,2024-12-11 05:42:46,2024-12-11 15:11:03,160
10459,2024-12-11,2024-12-11 05:55:07,2024-12-11 15:10:54,166
10461,2024-12-11,2024-12-11 05:56:37,2024-12-11 15:06:47,189
10465,2024-12-11,2024-12-11 06:01:03,2024-12-11 15:04:38,148
10466,2024-12-11,2024-12-11 06:01:08,2024-12-11 15:07:00,165
10467,2024-12-11,2024-12-11 06:01:26,2024-12-11 15:04:16,164
10468,2024-12-11,2024-12-11 06:01:30,2024-12-11 15:05:32,154
10470,2024-12-11,2024-12-11 06:01:53,2024-12-11 15:04:42,146
10471,2024-12-11,2024-12-11 06:02:20,2024-12-11 15:04:25,177
10472,2024-12-11,2024-12-11 06:03:36,2024-12-11 15:02:33,142
10473,2024-12-11,2024-12-11 06:03:46,2024-12-11 15:03:19,170
10474,2024-12-11,2024-12-11 06:04:08,,183
10479,2024-12-11,2024-12-11 06:05:49,2024-12-11 15:02:59,187
10481,2024-12-11,2024-12-11 06:05:59,2024-12-11 15:06:35,156
10482,2024-12-11,2024-12-11 06:06:27,2024-12-11 15:15:12,169
10484,2024-12-11,2024-12-11 06:10:41,2024-12-11 15:04:32,159
10485,2024-12-11,2024-12-11 06:11:00,2024-12-11 15:09:20,175
10486,2024-12-11,2024-12-11 06:14:00,2024-12-11 15:04:02,144
10487,2024-12-11,2024-12-11 06:14:04,2024-12-11 15:23:59,147
10488,2024-12-11,2024-12-11 06:15:19,2024-12-11 15:09:09,167
10491,2024-12-11,2024-12-11 06:40:07,2024-12-11 15:24:05,151
10494,2024-12-12,2024-12-12 05:45:20,2024-12-12 15:14:43,160
10497,2024-12-12,2024-12-12 05:57:34,2024-12-12 15:02:32,170
10498,2024-12-12,2024-12-12 05:57:39,2024-12-12 15:01:12,148
10499,2024-12-12,2024-12-12 05:57:44,,165
10500,2024-12-12,2024-12-12 05:57:49,2024-12-12 15:11:07,166
10501,2024-12-12,2024-12-12 05:59:16,2024-12-12 15:14:14,189
10503,2024-12-12,2024-12-12 05:59:37,2024-12-12 15:04:23,146
10504,2024-12-12,2024-12-12 05:59:40,2024-12-12 15:04:34,177
10506,2024-12-12,2024-12-12 05:59:47,2024-12-12 15:03:55,167
10507,2024-12-12,2024-12-12 05:59:51,2024-12-12 15:07:44,164
10508,2024-12-12,2024-12-12 05:59:55,2024-12-12 15:09:06,154
10509,2024-12-12,2024-12-12 06:02:48,2024-12-12 15:05:52,183
10511,2024-12-12,2024-12-12 06:03:04,2024-12-12 15:16:57,175
10513,2024-12-12,2024-12-12 06:03:45,2024-12-12 15:07:34,159
10514,2024-12-12,2024-12-12 06:03:53,,169
10516,2024-12-12,2024-12-12 06:04:04,2024-12-12 15:07:56,187
10517,2024-12-12,2024-12-12 06:04:28,2024-12-12 12:11:00,156
10518,2024-12-12,2024-12-12 06:05:49,2024-12-12 15:05:15,142
10519,2024-12-12,2024-12-12 06:07:39,2024-12-12 15:09:15,147
10521,2024-12-12,2024-12-12 06:13:28,2024-12-12 15:03:52,144
10526,2024-12-12,2024-12-12 15:14:11,,151
10528,2024-12-14,2024-12-14 05:48:26,2024-12-14 15:07:33,160
10530,2024-12-14,2024-12-14 05:55:47,2024-12-14 15:02:02,177
10531,2024-12-14,2024-12-14 05:56:12,2024-12-14 15:05:00,165
10532,2024-12-14,2024-12-14 05:56:15,2024-12-14 15:02:21,164
10536,2024-12-14,2024-12-14 06:00:02,2024-12-14 15:12:12,166
10537,2024-12-14,2024-12-14 06:01:46,2024-12-14 15:05:24,148
10538,2024-12-14,2024-12-14 06:02:45,2024-12-14 15:02:35,142
